Rooms,Price,Distance,Bedroom2,Bathroom,Landsize,BuildingArea,YearBuilt
4,1090000.0,21.3,4.0,1.0,894.0,115.0,1950.0
3,1060000.0,8.9,,,,,
3,795000.0,23.5,,,,,
4,936000.0,23.5,4.0,2.0,675.0,190.0,1980.0
3,860000.0,23.5,3.0,2.0,537.0,220.0,2001.0
5,715000.0,20.6,,,,,
4,850000.0,15.2,4.0,3.0,709.0,327.0,2017.0
3,1435000.0,15.2,,,,,
3,1000000.0,22.2,3.0,2.0,1088.0,,
3,640000.0,15.5,3.0,2.0,531.0,,1990.0
4,800000.0,35.4,4.0,2.0,1151.0,207.0,1969.0
3,1720000.0,1.9,3.0,2.0,81.0,137.0,1998.0
3,690000.0,20.5,3.0,2.0,545.0,196.0,2005.0
4,875000.0,20.5,4.0,2.0,613.0,332.0,2004.0
3,420000.0,20.5,3.0,2.0,155.0,101.0,2011.0
4,677500.0,20.5,4.0,2.0,609.0,195.0,2005.0
2,600000.0,2.7,2.0,1.0,876.0,62.0,1972.0
2,762500.0,2.7,2.0,1.0,17200.0,79.0,2003.0
4,1855500.0,2.7,4.0,2.0,176.0,216.0,1880.0
2,802000.0,6.2,2.0,1.0,174.0,100.6,1900.0
3,1016000.0,20.8,3.0,1.0,572.0,,
3,600000.0,14.0,3.0,2.0,532.0,,
4,631000.0,14.0,4.0,1.0,559.0,158.0,1970.0
3,711100.0,14.0,3.0,1.0,743.0,,
3,582000.0,14.0,3.0,1.0,674.0,94.0,1960.0
3,730000.0,14.0,3.0,1.0,609.0,,
1,468000.0,5.0,1.0,1.0,0.0,55.0,2000.0
1,470000.0,5.0,1.0,1.0,548.0,44.4,2009.0
4,1140000.0,8.2,4.0,2.0,0.0,,2005.0
3,750000.0,8.2,3.0,2.0,288.0,94.0,1970.0
3,487000.0,31.7,3.0,1.0,582.0,,
4,410000.0,31.7,4.0,2.0,587.0,164.0,1986.0
4,512500.0,31.7,4.0,2.0,581.0,139.0,1960.0
3,830500.0,10.5,3.0,1.0,508.0,111.0,1950.0
2,429000.0,10.5,2.0,1.0,150.0,,
3,551000.0,10.5,3.0,1.0,613.0,105.0,1974.0
3,450000.0,10.5,3.0,1.0,283.0,104.0,1970.0
2,781000.0,10.2,2.0,1.0,140.0,,
4,586000.0,18.4,4.0,2.0,462.0,,2012.0
4,496000.0,18.4,4.0,2.0,448.0,,2008.0
3,1280000.0,15.5,3.0,2.0,926.0,,
4,1635000.0,15.5,4.0,3.0,896.0,215.0,1985.0
3,795000.0,15.5,3.0,2.0,217.0,,
3,1138000.0,12.4,3.0,2.0,706.0,184.0,1970.0
3,477000.0,27.0,3.0,1.0,518.0,102.0,1960.0
3,605000.0,15.3,3.0,1.0,533.0,114.0,1975.0
3,610000.0,15.3,3.0,1.0,544.0,131.0,1970.0
3,580000.0,15.3,3.0,1.0,538.0,140.0,1975.0
1,415000.0,7.0,1.0,1.0,0.0,39.0,1970.0
2,905000.0,7.0,2.0,1.0,225.0,100.0,1960.0
2,725000.0,4.1,2.0,1.0,0.0,,
1,577000.0,4.1,1.0,1.0,0.0,,1970.0
3,451000.0,18.4,3.0,2.0,347.0,134.0,2010.0
3,453350.0,18.4,3.0,2.0,315.0,,
4,895000.0,12.9,4.0,2.0,700.0,267.0,1999.0
4,586000.0,12.9,4.0,1.0,0.0,158.0,1975.0
3,570000.0,14.7,3.0,1.0,190.0,,2000.0
3,778000.0,14.7,3.0,2.0,306.0,,2012.0
4,1055000.0,14.7,4.0,2.0,652.0,203.0,1997.0
3,790000.0,14.5,3.0,1.0,527.0,,
4,514000.0,14.7,4.0,2.0,639.0,,2000.0
3,529000.0,14.7,3.0,2.0,847.0,143.0,1980.0
3,484000.0,14.7,3.0,1.0,531.0,100.0,1960.0
2,670000.0,3.1,2.0,1.0,17.0,90.0,1996.0
2,510000.0,3.1,2.0,1.0,75.0,66.0,2007.0
3,410000.0,16.5,3.0,1.0,542.0,107.0,1970.0
4,675000.0,16.5,4.0,2.0,744.0,,
3,1200000.0,6.8,3.0,2.0,159.0,,
3,1270000.0,6.8,,,,,
2,650000.0,6.8,2.0,1.0,0.0,,
1,410000.0,4.6,1.0,1.0,0.0,51.0,1960.0
4,478000.0,27.2,4.0,2.0,400.0,151.54,2008.0
4,743500.0,12.7,4.0,2.0,600.0,,
3,610000.0,6.3,,,,,
3,1285000.0,6.3,3.0,1.0,284.0,124.0,1900.0
2,440000.0,6.3,2.0,1.0,100.0,,
3,1635000.0,3.0,3.0,1.0,142.0,130.0,1880.0
2,940000.0,3.0,2.0,1.0,424.0,,
3,1375000.0,3.0,3.0,1.0,299.0,,
4,1525000.0,3.0,4.0,2.0,102.0,,
4,1380000.0,7.5,4.0,2.0,766.0,,
4,2300000.0,7.5,,,,,
3,1370000.0,7.5,,,,,
3,700000.0,10.4,3.0,2.0,239.0,,
4,950000.0,10.4,4.0,2.0,255.0,,
2,415000.0,14.0,2.0,1.0,218.0,,
3,1625000.0,5.7,3.0,2.0,300.0,,
3,1225000.0,11.0,3.0,1.0,697.0,132.0,1970.0
3,660000.0,11.0,3.0,1.0,211.0,,
3,1020000.0,11.0,,,,,
3,767000.0,11.0,3.0,2.0,305.0,132.0,2005.0
4,810000.0,15.5,4.0,2.0,749.0,180.9,1989.0
3,725000.0,9.4,,,,,
2,1480000.0,6.3,2.0,1.0,369.0,,1925.0
2,821000.0,6.3,2.0,2.0,3093.0,75.0,2006.0
3,1250000.0,4.3,3.0,1.0,327.0,,
4,1520000.0,10.2,4.0,3.0,267.0,190.0,2012.0
3,2299500.0,10.2,3.0,2.0,634.0,230.0,1940.0
3,951000.0,21.5,3.0,2.0,553.0,,
4,900000.0,9.5,,,,,
2,700000.0,6.4,2.0,0.0,0.0,,
2,614000.0,7.9,2.0,1.0,0.0,,
4,2360000.0,7.9,4.0,3.0,848.0,214.0,1926.0
3,1750000.0,7.9,3.0,3.0,790.0,,
4,1785000.0,7.9,,,,,
4,1460000.0,9.7,4.0,2.0,433.0,185.0,1955.0
3,1360000.0,9.7,3.0,2.0,424.0,,
3,1485000.0,9.7,,,,,
3,1739000.0,9.7,3.0,1.0,638.0,,
3,720000.0,23.2,3.0,2.0,255.0,,
5,1780000.0,17.3,5.0,3.0,613.0,,
4,1611000.0,17.3,4.0,2.0,650.0,,
3,1006000.0,8.8,3.0,1.0,758.0,,
4,1700000.0,11.4,4.0,2.0,673.0,,2014.0
4,1280000.0,11.4,4.0,3.0,306.0,200.0,2014.0
3,1250000.0,11.4,,,,,
4,1750000.0,11.4,4.0,3.0,429.0,262.0,2013.0
3,1175000.0,13.8,3.0,1.0,700.0,,
3,1290000.0,13.8,3.0,1.0,537.0,,
4,1200000.0,13.8,,,,,
4,683000.0,35.2,4.0,2.0,670.0,185.0,
4,1730000.0,17.3,4.0,2.0,675.0,,
3,1100000.0,13.4,3.0,1.0,492.0,124.0,1957.0
4,1250000.0,13.4,4.0,2.0,580.0,161.0,1965.0
3,1246000.0,13.4,3.0,1.0,702.0,,
4,740000.0,25.0,4.0,2.0,261.0,,
3,1525000.0,10.9,3.0,1.0,904.0,,
2,730000.0,10.9,2.0,2.0,126.0,,2012.0
3,830000.0,16.1,3.0,1.0,905.0,183.0,1962.0
5,3000000.0,10.5,5.0,3.0,818.0,826.8367,
3,1900000.0,10.5,3.0,2.0,35.0,,
3,1296000.0,10.5,3.0,1.0,0.0,,
4,4050000.0,10.5,4.0,4.0,508.0,465.0,2011.0
4,2210000.0,10.5,4.0,2.0,396.0,175.0,1908.0
4,2500000.0,10.5,,,,,
3,892000.0,10.3,,,,,
4,1655000.0,10.3,4.0,2.0,651.0,,
4,2000000.0,10.3,4.0,2.0,619.0,,
3,2150000.0,10.3,3.0,1.0,696.0,,
3,1680000.0,10.3,3.0,1.0,605.0,181.0,1920.0
2,890000.0,10.3,2.0,1.0,275.0,106.0,1970.0
3,616000.0,14.0,3.0,1.0,695.0,,
3,632000.0,14.0,3.0,1.0,697.0,100.0,1960.0
3,1310000.0,5.2,3.0,1.0,302.0,91.0,1910.0
3,1615000.0,4.0,3.0,1.0,471.0,,
2,560000.0,4.0,,,,,
4,1500000.0,5.2,4.0,2.0,444.0,256.0,1997.0
2,870000.0,5.2,,,,,
3,717000.0,10.8,,,,,
4,1751000.0,10.8,4.0,3.0,646.0,320.0,1998.0
3,1200000.0,10.8,3.0,1.0,557.0,,
4,1580000.0,10.8,4.0,2.0,773.0,,
3,535000.0,45.9,3.0,1.0,4000.0,,
4,685000.0,12.1,4.0,2.0,287.0,152.0,1990.0
3,685000.0,12.1,3.0,1.0,557.0,,
4,725000.0,12.1,4.0,1.0,542.0,130.0,1980.0
2,505000.0,12.1,2.0,1.0,90.0,90.0,1995.0
4,1300000.0,12.1,4.0,2.0,637.0,,
4,1253000.0,12.1,4.0,2.0,760.0,366.0,2000.0
3,1170000.0,10.4,3.0,1.0,590.0,,
4,1400000.0,10.4,,,,,
4,1390000.0,10.4,4.0,2.0,627.0,196.0,1950.0
4,1471000.0,10.4,4.0,2.0,797.0,,
2,746000.0,14.7,2.0,1.0,239.0,,
3,560000.0,14.8,3.0,2.0,295.0,,
3,1650000.0,7.7,3.0,2.0,456.0,,
2,881000.0,7.7,2.0,2.0,245.0,,
5,3190000.0,7.7,5.0,4.0,788.0,,
4,2610000.0,7.7,,,,,
4,1985000.0,7.7,,,,,
4,2100000.0,8.4,4.0,2.0,544.0,,
4,2725000.0,8.4,4.0,2.0,650.0,275.0,2006.0
4,3250000.0,8.4,4.0,2.0,855.0,,
3,1370000.0,10.1,3.0,1.0,485.0,,
4,870000.0,14.8,4.0,2.0,463.0,307.0,2012.0
3,687500.0,31.2,3.0,2.0,216.0,,
3,552500.0,34.9,3.0,2.0,779.0,147.0,1988.0
2,1070000.0,8.7,2.0,1.0,261.0,,
4,1925000.0,7.8,4.0,2.0,494.0,176.0,1900.0
4,995000.0,11.7,4.0,2.0,402.0,131.0,1960.0
5,1310000.0,11.7,5.0,2.0,627.0,,2000.0
3,1275000.0,17.9,3.0,2.0,656.0,,1960.0
4,1200000.0,17.9,4.0,2.0,679.0,190.0,1960.0
3,1095000.0,17.9,3.0,2.0,637.0,,1950.0
3,640000.0,27.1,3.0,2.0,945.0,,
4,1241000.0,17.5,4.0,2.0,625.0,625.0,1950.0
4,1250000.0,16.7,4.0,1.0,711.0,96.0,1960.0
3,729500.0,16.7,3.0,1.0,270.0,218.0,1970.0
2,973000.0,3.6,2.0,1.0,163.0,,
6,1100000.0,6.7,,,,,
2,560000.0,2.0,2.0,1.0,0.0,60.0,1975.0
2,615000.0,2.0,,,,,
4,565000.0,20.6,4.0,2.0,482.0,207.0,2012.0
4,615000.0,20.6,4.0,2.0,756.0,222.0,2001.0
4,548000.0,20.6,4.0,2.0,400.0,171.0,2010.0
3,555000.0,20.6,,,,,
3,716000.0,20.6,3.0,2.0,1005.0,160.0,1995.0
4,667500.0,20.6,4.0,2.0,448.0,,2014.0
3,490000.0,34.7,,,,,
3,555000.0,34.7,3.0,2.0,581.0,,
3,730000.0,23.0,3.0,2.0,269.0,150.0,2007.0
2,1080000.0,23.0,2.0,1.0,1474.0,,
3,702500.0,23.0,3.0,1.0,864.0,,
2,505000.0,23.0,2.0,1.0,297.0,,
3,766000.0,23.0,3.0,2.0,507.0,128.0,1960.0
2,370000.0,24.7,2.0,1.0,135.0,,1990.0
2,488000.0,24.7,2.0,1.0,414.0,,
4,1680000.0,7.9,4.0,2.0,254.0,172.0,1995.0
3,665000.0,14.8,3.0,1.0,693.0,,
3,475000.0,18.0,3.0,2.0,358.0,106.0,1990.0
4,898000.0,21.8,4.0,3.0,705.0,,2012.0
3,815000.0,21.8,3.0,2.0,790.0,135.0,1980.0
6,615000.0,27.7,6.0,3.0,850.0,254.0,1980.0
4,915000.0,22.2,4.0,2.0,649.0,,
3,736000.0,22.2,3.0,1.0,545.0,,
3,1400000.0,12.4,3.0,3.0,621.0,,
3,780000.0,12.4,3.0,1.0,220.0,,
5,1328000.0,16.1,5.0,3.0,785.0,252.0,1980.0
2,1300000.0,1.3,2.0,2.0,997.0,92.0,2001.0
4,1200000.0,27.0,,,,,
3,830000.0,18.0,3.0,2.0,817.0,,1970.0
4,762000.0,18.0,4.0,2.0,573.0,180.0,1980.0
3,925000.0,18.0,3.0,1.0,1027.0,,
3,900000.0,18.0,3.0,2.0,812.0,129.0,1980.0
1,559000.0,7.2,1.0,1.0,0.0,,
3,1225000.0,7.2,3.0,2.0,0.0,,2008.0
4,3175000.0,7.2,4.0,2.0,558.0,174.0,1900.0
2,520000.0,7.2,2.0,1.0,3256.0,74.0,1970.0
4,550000.0,19.6,4.0,2.0,400.0,,2011.0
3,561000.0,19.6,3.0,1.0,518.0,,
3,556000.0,19.6,3.0,1.0,525.0,,1980.0
3,441000.0,19.6,3.0,2.0,210.0,,
3,552000.0,19.6,3.0,1.0,549.0,,
4,2165000.0,7.5,4.0,2.0,951.0,238.0,1930.0
2,1280000.0,7.5,2.0,1.0,512.0,,
3,1165000.0,7.5,3.0,1.0,590.0,,
5,2050000.0,7.5,5.0,3.0,663.0,419.0,1930.0
4,1500000.0,7.5,4.0,2.0,465.0,148.0,1940.0
5,900000.0,13.1,5.0,3.0,663.0,,
3,700000.0,13.1,3.0,1.0,658.0,,
1,515000.0,13.1,1.0,1.0,173.0,,
3,904000.0,24.8,3.0,1.0,1014.0,,
4,805000.0,24.8,,,,,
3,2700000.0,2.1,3.0,3.0,433014.0,,
3,1060000.0,2.1,3.0,2.0,6367.0,,
1,545000.0,2.1,1.0,1.0,1730.0,60.0,2011.0
4,3200000.0,2.1,4.0,4.0,225.0,,1862.0
3,1705000.0,3.6,3.0,1.0,139.0,116.0,1900.0
3,850250.0,3.6,3.0,2.0,6712.0,,
3,1220000.0,3.4,3.0,1.0,293.0,104.0,1900.0
2,455000.0,5.1,2.0,1.0,0.0,62.0,2015.0
2,575000.0,5.1,2.0,2.0,88.0,94.5,2000.0
1,360000.0,15.4,1.0,1.0,76.0,,1970.0
3,610000.0,38.0,3.0,2.0,654.0,,
3,550000.0,38.0,,,,,
3,850000.0,38.0,3.0,1.0,884.0,,1968.0
3,775000.0,45.9,3.0,2.0,1290.0,231.0,1988.0
3,629000.0,12.9,3.0,1.0,552.0,136.0,1980.0
3,452500.0,12.9,3.0,1.0,259.0,,1970.0
5,3400000.0,7.3,5.0,3.0,720.0,392.0,1950.0
1,320000.0,7.3,1.0,1.0,0.0,49.0,1960.0
2,839000.0,7.3,2.0,1.0,97.0,,
3,1690000.0,7.3,3.0,1.0,625.0,,
4,2165000.0,7.3,4.0,3.0,409.0,255.0,2016.0
5,2215000.0,7.3,5.0,2.0,847.0,,
2,851000.0,7.3,2.0,1.0,100.0,87.0,1960.0
3,1910000.0,7.3,3.0,2.0,348.0,,
3,1311000.0,16.7,3.0,2.0,853.0,28.0,1972.0
2,565000.0,11.2,2.0,1.0,193.0,105.0,1995.0
3,770000.0,11.2,3.0,1.0,604.0,132.0,1960.0
2,1220000.0,11.2,2.0,1.0,829.0,,
3,714000.0,16.1,3.0,1.0,594.0,95.0,1993.0
3,815000.0,16.1,3.0,2.0,609.0,168.0,1980.0
3,821000.0,16.1,,,,,
3,1345000.0,13.8,3.0,1.0,587.0,131.0,1950.0
2,630000.0,5.3,2.0,2.0,0.0,,
1,420000.0,5.3,1.0,1.0,0.0,47.0,2004.0
2,1857000.0,5.3,2.0,1.0,230.0,116.65,1890.0
1,370000.0,5.3,1.0,1.0,0.0,,
3,1500000.0,5.3,3.0,3.0,255.0,,1997.0
3,1425000.0,5.3,3.0,1.0,333.0,108.0,1930.0
3,1910000.0,5.3,3.0,2.0,242.0,165.0,1990.0
3,1485000.0,5.3,3.0,2.0,0.0,139.0,1975.0
1,505000.0,6.2,1.0,1.0,0.0,52.0,1960.0
2,595000.0,6.2,2.0,1.0,0.0,,
1,560000.0,6.2,1.0,1.0,803.0,,
3,2825000.0,6.2,3.0,1.0,860.0,,
4,1031000.0,21.3,4.0,2.0,1060.0,,
3,1040000.0,21.3,3.0,1.0,756.0,,1961.0
3,912000.0,21.3,3.0,2.0,471.0,144.0,1965.0
2,450000.0,8.9,2.0,1.0,2020.0,68.0,1998.0
3,1250000.0,8.9,3.0,1.0,668.0,,
2,650000.0,8.8,2.0,1.0,683.0,,
3,680000.0,8.8,3.0,1.0,544.0,,
4,1645000.0,8.8,4.0,2.0,596.0,120.0,1930.0
3,720000.0,8.8,3.0,1.0,146.0,,
3,697500.0,8.8,3.0,1.0,430.0,,
3,810000.0,8.8,3.0,1.0,619.0,,1940.0
2,463000.0,8.8,2.0,1.0,90.0,,
3,1395000.0,16.0,,,,,
3,1242000.0,16.0,3.0,1.0,700.0,,
2,677500.0,16.0,2.0,1.0,130.0,,1970.0
4,580000.0,18.0,4.0,2.0,600.0,174.0,2002.0
4,540000.0,18.4,4.0,2.0,650.0,,
3,516000.0,18.4,3.0,1.0,537.0,,
4,1570000.0,12.3,4.0,2.0,455.0,170.0,1900.0
5,790000.0,26.1,5.0,2.0,1034.0,225.0,1985.0
2,2400000.0,7.8,2.0,1.0,1110.0,,
3,950000.0,7.8,3.0,1.0,360.0,,
3,550000.0,14.0,3.0,1.0,704.0,94.0,1950.0
3,650000.0,14.5,,,,,
4,1022000.0,11.7,4.0,2.0,284.0,,
3,850000.0,11.7,3.0,1.0,597.0,,
3,518500.0,11.7,3.0,1.0,165.0,,
3,1225000.0,3.4,3.0,2.0,223.0,122.0,1940.0
5,2660000.0,5.4,5.0,2.0,696.0,,
3,1510000.0,5.4,3.0,1.0,446.0,115.0,1960.0
2,802000.0,5.4,2.0,1.0,0.0,,
3,1007000.0,5.4,3.0,2.0,0.0,114.0,1977.0
7,4050000.0,5.4,7.0,4.0,725.0,,
4,2550000.0,5.4,4.0,2.0,776.0,,
2,860000.0,5.4,2.0,2.0,0.0,108.0,1950.0
2,1840000.0,7.3,2.0,2.0,697.0,,
4,1750000.0,7.3,4.0,2.0,696.0,,
2,688000.0,25.2,2.0,2.0,240.0,,
3,570000.0,6.4,3.0,1.0,118.0,86.0,1970.0
3,900000.0,6.4,3.0,1.0,275.0,11.0,1936.0
4,345000.0,31.7,4.0,1.0,651.0,150.0,2000.0
3,570000.0,16.3,3.0,1.0,525.0,,
2,454500.0,16.3,,,,,
3,463000.0,16.3,3.0,2.0,114.0,88.0,2014.0
3,650000.0,41.0,3.0,3.0,1060.0,,
2,482000.0,41.0,,,,,
2,420000.0,14.6,2.0,1.0,119.0,,
3,682000.0,12.7,,,,,
2,642500.0,6.4,2.0,2.0,126.0,95.0,2015.0
3,798000.0,6.4,3.0,2.0,159.0,152.0,2010.0
3,755000.0,6.4,3.0,2.0,0.0,,
3,710000.0,6.4,3.0,2.0,186.0,134.6,2011.0
4,4050000.0,5.9,4.0,3.0,787.0,282.0,1915.0
3,1650000.0,5.9,3.0,1.0,354.0,117.0,1880.0
3,2020000.0,5.9,3.0,2.0,400.0,216.0,2007.0
4,3000000.0,8.4,4.0,3.0,736.0,,
3,2500000.0,8.4,3.0,3.0,1011.0,206.0,1925.0
3,2500000.0,8.4,3.0,1.0,1128.0,110.0,1950.0
2,760000.0,4.3,,,,,
3,1200000.0,4.3,3.0,2.0,352.0,204.0,1997.0
3,940000.0,4.3,3.0,2.0,366.0,183.84,2012.0
2,1200000.0,11.4,2.0,1.0,397.0,96.0,1940.0
4,1800800.0,11.4,,,,,
1,605000.0,0.0,,,,,
4,375000.0,31.7,,,,,
4,600000.0,31.7,4.0,2.0,935.0,210.0,2005.0
3,900000.0,20.0,3.0,1.0,585.0,,
3,1500000.0,20.0,,,,,
3,1500000.0,20.0,,,,,
4,2025000.0,20.0,4.0,2.0,408.0,274.0,2010.0
4,630000.0,25.9,4.0,2.0,475.0,220.0,2012.0
3,522000.0,17.9,,,,,
3,1071000.0,17.2,3.0,1.0,684.0,,
3,973000.0,17.2,3.0,2.0,323.0,,
3,880000.0,17.2,,,,,
3,881100.0,16.2,3.0,2.0,786.0,,1960.0
2,1060000.0,6.2,2.0,1.0,283.0,,
3,1225000.0,6.2,3.0,2.0,674.0,141.0,1920.0
3,930000.0,26.5,3.0,1.0,905.0,,
4,1800000.0,21.5,4.0,2.0,656.0,303.0,1950.0
4,1440000.0,21.5,4.0,2.0,695.0,,
3,900000.0,14.2,3.0,2.0,344.0,3.0,2000.0
2,730000.0,14.2,2.0,1.0,292.0,,
5,2558000.0,14.2,5.0,5.0,667.0,431.0,2015.0
4,1001000.0,18.8,4.0,2.0,771.0,,
4,655000.0,34.1,4.0,2.0,638.0,,
2,1050000.0,6.2,2.0,1.0,571.0,,
3,730000.0,6.2,3.0,2.0,200.0,126.7,2005.0
3,1195000.0,6.2,3.0,2.0,358.0,,2017.0
4,923000.0,6.2,4.0,2.0,224.0,,
2,600000.0,6.2,2.0,1.0,163.0,,1990.0
3,1230000.0,10.4,3.0,2.0,324.0,207.0,2016.0
3,622000.0,22.7,,,,,
4,1475000.0,1.8,4.0,2.0,137.0,,
2,450000.0,1.8,2.0,1.0,0.0,,1983.0
2,525000.0,1.8,2.0,1.0,1618.0,,
3,1225000.0,5.3,3.0,1.0,260.0,,
2,520000.0,5.3,,,,,
4,1955000.0,5.3,4.0,2.0,5.0,,
3,2775000.0,5.3,3.0,1.0,901.0,,
2,673000.0,5.3,,,,,
3,1310000.0,15.4,3.0,1.0,717.0,,
4,1415000.0,12.3,4.0,2.0,588.0,,1970.0
2,601000.0,15.5,2.0,1.0,0.0,62.0,1980.0
2,440000.0,11.4,2.0,1.0,1100.0,,
1,370000.0,11.4,1.0,1.0,2029.0,54.0,2009.0
3,1051000.0,21.5,3.0,2.0,597.0,,
3,1206000.0,21.5,3.0,2.0,300.0,,
3,915000.0,21.5,,,,,
3,900000.0,8.5,3.0,2.0,0.0,149.0,2014.0
3,550000.0,8.5,,,,,
2,500000.0,8.5,,,,,
3,940000.0,8.5,3.0,1.0,587.0,,
2,412500.0,8.5,,,,,
1,257500.0,8.5,1.0,1.0,0.0,35.0,1970.0
1,257500.0,8.5,1.0,1.0,995.0,35.0,1970.0
3,1114000.0,8.5,3.0,2.0,256.0,190.0,2017.0
2,635000.0,8.5,,,,,
3,520000.0,14.7,3.0,2.0,312.0,185.0,2014.0
4,715000.0,14.7,4.0,2.0,630.0,,2006.0
3,1900000.0,3.5,3.0,2.0,337.0,,
2,1480000.0,3.5,2.0,2.0,0.0,,2000.0
4,2200000.0,3.5,,,,,
2,760000.0,3.5,2.0,2.0,0.0,77.0,2013.0
4,2635000.0,4.6,4.0,2.0,401.0,154.0,1910.0
2,1250000.0,4.6,2.0,1.0,192.0,100.0,1910.0
1,400000.0,4.6,1.0,1.0,0.0,50.0,1960.0
3,1705000.0,4.6,,,,,
4,4200000.0,4.6,4.0,2.0,787.0,275.0,1930.0
2,1310000.0,4.6,2.0,2.0,78.0,,
2,626000.0,4.6,2.0,1.0,0.0,78.0,2000.0
3,1270000.0,8.4,3.0,2.0,585.0,,
3,980000.0,8.4,3.0,1.0,581.0,,
2,460700.0,8.4,,,,,
4,1148000.0,8.4,4.0,1.0,552.0,140.0,1940.0
3,1540000.0,3.5,3.0,2.0,288.0,,
4,1210000.0,12.0,4.0,3.0,725.0,,
3,935000.0,12.0,3.0,1.0,529.0,99.0,1960.0
3,510000.0,12.0,3.0,2.0,292.0,119.0,1950.0
5,861000.0,12.0,5.0,3.0,650.0,,
3,732000.0,12.0,3.0,1.0,952.0,,
2,360000.0,12.0,,,,,
4,755000.0,12.0,4.0,2.0,479.0,157.0,1995.0
2,640000.0,12.0,,,,,
1,325000.0,12.0,1.0,1.0,60.0,,1970.0
4,1200000.0,12.0,4.0,2.0,499.0,260.0,1940.0
2,595000.0,2.4,,,,,
2,590000.0,2.4,,,,,
3,1450000.0,19.9,3.0,2.0,1555.0,,
3,800000.0,19.9,3.0,2.0,461.0,133.0,2005.0
2,655000.0,19.9,2.0,1.0,306.0,,
4,812000.0,19.9,4.0,2.0,962.0,,
3,1400000.0,8.9,3.0,2.0,697.0,,
5,1170000.0,8.9,5.0,3.0,694.0,210.0,1975.0
5,970000.0,23.5,5.0,3.0,725.0,,
5,3350000.0,15.2,5.0,4.0,700.0,,
5,2255000.0,15.2,5.0,3.0,556.0,,2012.0
3,870000.0,22.2,3.0,2.0,590.0,151.0,1981.0
4,1870000.0,5.1,4.0,2.0,457.0,,
3,1750000.0,1.9,3.0,3.0,100.0,,
4,1800000.0,1.9,4.0,3.0,153.0,93.0,1900.0
4,3825000.0,1.9,4.0,3.0,280.0,,1890.0
4,485000.0,20.5,4.0,2.0,196.0,163.0,2008.0
2,1350000.0,2.7,2.0,2.0,0.0,109.0,1930.0
2,621000.0,2.7,,,,,
3,940000.0,2.7,3.0,2.0,0.0,20.0,
1,410000.0,2.7,1.0,1.0,0.0,50.0,1960.0
2,980000.0,2.7,2.0,1.0,0.0,,
1,380000.0,2.7,1.0,1.0,0.0,,
2,625000.0,0.7,2.0,1.0,0.0,88.0,
6,917000.0,20.8,6.0,2.0,869.0,,
4,632500.0,14.0,4.0,2.0,592.0,,
3,702000.0,14.0,0.0,0.0,600.0,,
2,701000.0,5.0,2.0,1.0,0.0,107.0,1950.0
4,1600000.0,5.0,4.0,2.0,613.0,160.0,1910.0
7,2000000.0,8.2,7.0,3.0,608.0,355.0,1999.0
4,1610000.0,8.2,4.0,3.0,861.0,274.0,1955.0
3,1742000.0,8.2,3.0,2.0,697.0,,
3,1016000.0,8.2,3.0,2.0,304.0,,
3,700000.0,10.5,3.0,2.0,485.0,130.0,1950.0
2,532500.0,10.5,,,,,
2,615000.0,10.5,,,,,
2,615000.0,10.5,2.0,1.0,418.0,94.0,1940.0
3,650000.0,10.5,3.0,1.0,691.0,,
5,2400000.0,10.2,5.0,3.0,593.0,309.0,2016.0
3,938000.0,10.2,3.0,1.0,271.0,,
4,2290000.0,10.2,4.0,2.0,910.0,,
3,1775000.0,10.2,3.0,2.0,780.0,,
3,659500.0,18.0,3.0,2.0,665.0,,
4,505000.0,18.4,4.0,2.0,498.0,167.0,2010.0
4,560000.0,18.4,4.0,2.0,452.0,159.0,2009.0
4,701000.0,15.5,4.0,2.0,651.0,,
4,2600000.0,15.5,4.0,2.0,1330.0,,
4,1205000.0,15.5,4.0,2.0,646.0,167.0,1980.0
5,1750000.0,15.5,5.0,3.0,787.0,334.0,1990.0
4,1350000.0,15.5,4.0,2.0,1025.0,,1980.0
5,2300000.0,15.5,5.0,3.0,4001.0,,1995.0
5,2330000.0,15.5,5.0,2.0,862.0,,
3,1035000.0,12.4,,,,,
3,1350000.0,12.4,3.0,2.0,725.0,,
5,1410000.0,12.4,5.0,2.0,648.0,250.0,1975.0
4,1120000.0,12.4,,,,,
3,1204000.0,12.4,3.0,1.0,716.0,,
3,610000.0,27.0,3.0,1.0,1281.0,,
4,760000.0,15.3,4.0,1.0,695.0,,
3,670000.0,15.3,3.0,2.0,541.0,121.0,1980.0
2,675000.0,7.0,,,,,
3,1860000.0,4.1,3.0,2.0,0.0,176.0,1930.0
3,1400000.0,4.1,3.0,2.0,0.0,,1975.0
3,1350000.0,4.1,3.0,2.0,187.0,133.0,1940.0
4,2070000.0,4.3,4.0,3.0,291.0,,
3,865000.0,17.2,3.0,1.0,603.0,,
4,980000.0,17.2,4.0,2.0,539.0,192.0,1978.0
4,950000.0,17.2,4.0,2.0,660.0,,
4,1295000.0,8.9,4.0,2.0,702.0,,
4,788800.0,14.5,4.0,2.0,631.0,,
3,900000.0,14.5,3.0,2.0,280.0,,
3,700000.0,14.5,3.0,1.0,530.0,,
4,455000.0,14.7,4.0,1.0,534.0,101.0,1983.0
3,483000.0,14.7,3.0,1.0,569.0,,
3,455000.0,14.7,3.0,1.0,610.0,125.0,1980.0
